Number,Name,lat,lon
28458,APPLE VALLEY 1 1,34.5232,-117.1795
28459,APPLE VALLEY 1 2,34.5232,-117.1795
28460,APPLE VALLEY 1 3,34.5232,-117.1795
28461,APPLE VALLEY 1 4,34.5232,-117.1795
28462,APPLE VALLEY 2 1,34.4527,-117.2079
28463,REDLANDS 3 1,34.0944,-117.2342
28464,REDLANDS 4 1,34.0972,-117.2058
28465,REDLANDS 4 2,34.0972,-117.2058
28466,SAN MARCOS 3 1,33.216,-117.0773
28467,SAN MARCOS 4 1,33.2004,-117.2355
28468,SAN MARCOS 4 2,33.2004,-117.2355
28469,MURRIETA 3 1,33.574,-117.205
28470,MURRIETA 3 2,33.574,-117.205
28471,MURRIETA 4 1,33.5411,-117.1736
28472,SAN DIEGO 16 1,32.7343,-117.1229
28473,SAN DIEGO 17 1,32.9275,-117.2187
28474,SAN DIEGO 18 1,32.8664,-117.1574
28475,SAN DIEGO 19 1,32.8376,-117.1336
28476,APPLE VALLEY 3 1,34.5634,-117.1656
28477,APPLE VALLEY 4 1,34.5289,-117.0956
28478,APPLE VALLEY 4 2,34.5289,-117.0956
28479,SAN DIEGO 20 1,32.9781,-117.0904
28480,SAN DIEGO 21 1,33.0208,-117.1691
28481,ESCONDIDO 1 1,33.069,-117.13
28482,SAN DIEGO 22 1,32.6463,-117.0385
28483,SAN DIEGO 22 2,32.6463,-117.0385
28484,SAN DIEGO 23 1,32.6459,-117.0911
28485,SAN DIEGO 24 1,32.9768,-117.1723
28486,SAN DIEGO 24 2,32.9768,-117.1723
28487,SAN DIEGO 25 1,33.013,-117.149
28488,SAN DIEGO 25 2,33.013,-117.149
28489,SAN DIEGO 25 3,33.013,-117.149
28490,SAN DIEGO 26 1,32.7997,-117.0633
28491,IMPERIAL BEACH 1,32.5085,-117.1748
28492,IMPERIAL BEACH 2,32.5085,-117.1748
28493,SAN DIEGO 27 1,32.6909,-117.1093
28494,SAN DIEGO 27 2,32.6909,-117.1093
28495,SAN DIEGO 28 1,32.7813,-117.1737
28496,SAN DIEGO 28 2,32.7813,-117.1737
28497,SAN DIEGO 29 1,32.617,-117.0206
28498,SAN DIEGO 30 1,32.6511,-117.1541
28499,ESCONDIDO 2 1,33.1302,-117.1453
28500,ESCONDIDO 2 2,33.1302,-117.1453
28501,ESCONDIDO 2 3,33.1302,-117.1453
28502,ESCONDIDO 3 1,33.1919,-117.0338
28503,ESCONDIDO 3 2,33.1919,-117.0338
28504,MORENO VALLEY 6 1,33.8443,-117.1644
28505,MORENO VALLEY 6 2,33.8443,-117.1644
28506,MORENO VALLEY 7 1,33.9133,-117.1631
28507,MORENO VALLEY 7 2,33.9133,-117.1631
28508,MORENO VALLEY 7 3,33.9133,-117.1631
28509,TEMECULA 1 1,33.5754,-117.0399
28510,TEMECULA 2 1,33.5171,-117.0867
28511,NATIONAL CITY 1 1,32.6418,-117.0609
28512,NATIONAL CITY 1 2,32.6418,-117.0609
28513,NATIONAL CITY 1 3,32.6418,-117.0609
28514,NATIONAL CITY 2 1,32.6859,-117.0988
28515,NATIONAL CITY 2 2,32.6859,-117.0988
28516,NATIONAL CITY 2 3,32.6859,-117.0988
28517,NATIONAL CITY 2 4,32.6859,-117.0988
28518,SAN DIEGO 31 1,32.6845,-117.1823
28519,SAN DIEGO 31 2,32.6845,-117.1823
28520,SAN DIEGO 32 1,32.7143,-117.0793
28521,SAN DIEGO 32 2,32.7143,-117.0793
28522,SAN DIEGO 33 1,32.8659,-117.0979
28523,SAN DIEGO 34 1,32.9234,-117.1082
28524,ESCONDIDO 4 1,33.1891,-117.1684
28525,ESCONDIDO 5 1,33.0739,-117.0242
28526,SAN DIEGO 35 1,32.838,-117.091
28527,SAN DIEGO 35 2,32.838,-117.091
28528,SAN DIEGO 35 3,32.838,-117.091
28529,SAN DIEGO 35 4,32.838,-117.091
28530,SAN DIEGO 36 1,32.7811,-116.9774
28531,MENTONE 1,34.0942,-117.0893
28532,SAN DIEGO 37 1,33.0329,-116.9883
28533,SAN DIEGO 37 2,33.0329,-116.9883
28534,SAN DIEGO 37 3,33.0329,-116.9883
28535,SAN DIEGO 38 1,32.9785,-116.9747
28536,SAN DIEGO 38 2,32.9785,-116.9747
28537,SAN DIEGO 38 3,32.9785,-116.9747
28538,SAN DIEGO 38 4,32.9785,-116.9747
28539,SAN DIEGO 38 5,32.9785,-116.9747
28540,SAN DIEGO 38 6,32.9785,-116.9747
28541,SAN DIEGO 39 1,32.7474,-117.0594
28542,SAN DIEGO 39 2,32.7474,-117.0594
28543,CHULA VISTA 1 1,32.6809,-117.1028
28544,CHULA VISTA 1 2,32.6809,-117.1028
28545,CHULA VISTA 2 1,32.6531,-117.044
28546,CHULA VISTA 2 2,32.6531,-117.044
28547,SAN DIEGO 40 1,32.6618,-117.1359
28548,SAN DIEGO 41 1,32.7165,-117.0959
28549,SAN DIEGO 41 2,32.7165,-117.0959
28550,SAN DIEGO 41 3,32.7165,-117.0959
28551,SAN DIEGO 41 4,32.7165,-117.0959
28552,CHULA VISTA 3 1,32.6917,-116.9949
28553,CHULA VISTA 4 1,32.5743,-117.0701
28554,CHULA VISTA 5 1,32.5641,-117.131
28555,CALIMESA 1,34.0086,-116.9585
28556,WINCHESTER 1,33.7439,-117.0276
28557,SAN DIEGO 42 1,32.6211,-117.0908
28558,SAN DIEGO 42 2,32.6211,-117.0908
28559,SAN DIEGO 42 3,32.6211,-117.0908
28560,SAN DIEGO 43 1,32.7219,-117.1105
28561,SAN DIEGO 43 2,32.7219,-117.1105
28562,SAN YSIDRO 1,32.5364,-117.1253
28563,SAN YSIDRO 2,32.5364,-117.1253
28564,TEMECULA 3 1,33.4461,-117.1408
28565,TEMECULA 3 2,33.4461,-117.1408
28566,TEMECULA 4 1,33.5484,-116.9854
28567,TEMECULA 4 2,33.5484,-116.9854
28568,HEMET 1 1,33.7109,-117.075
28569,HEMET 2 1,33.6598,-117.0372
28570,SAN DIEGO 44 1,32.7927,-117.08
28571,SAN DIEGO 44 2,32.7927,-117.08
28572,SAN DIEGO 44 3,32.7927,-117.08
28573,LA MESA 1 1,32.6905,-116.9475
28574,LA MESA 2 1,32.7231,-116.9267
28575,LA MESA 2 2,32.7231,-116.9267
28576,SAN JACINTO 1 1,33.8187,-116.9367
28577,POWAY 1 1,32.9831,-117.0227
28578,POWAY 2 1,32.8976,-117.0217
28579,POWAY 2 2,32.8976,-117.0217
28580,BONITA 1,32.6888,-117.0141
28581,YUCAIPA 1 1,34.0687,-117.0064
28582,YUCAIPA 1 2,34.0687,-117.0064
28583,YUCAIPA 2 1,33.9566,-117.058
28584,YUCAIPA 2 2,33.9566,-117.058
28585,SAN DIEGO 45 1,32.6091,-116.9155
28586,SAN DIEGO 45 2,32.6091,-116.9155
28587,SAN DIEGO 46 1,32.562,-116.9267
28588,SAN DIEGO 46 2,32.562,-116.9267
28589,SAN DIEGO 47 1,32.549,-117.0402
28590,LA MESA 3 1,32.823,-116.908
28591,SPRING VALLEY 1 1,32.7538,-116.9264
28592,SPRING VALLEY 2 1,32.7923,-116.9998
28593,SPRING VALLEY 2 2,32.7923,-116.9998
28594,SANTEE 1 1,32.7973,-117.0363
28595,SANTEE 2 1,32.8469,-117.0469
28596,BEAUMONT 1 1,33.9222,-117.0534
28597,BEAUMONT 2 1,33.9164,-116.8931
28598,CHULA VISTA 6 1,32.5538,-117.0248
28599,CHULA VISTA 6 2,32.5538,-117.0248
28600,CHULA VISTA 7 1,32.6799,-116.9089
28601,CHULA VISTA 7 2,32.6799,-116.9089
28602,CHULA VISTA 7 3,32.6799,-116.9089
28603,ESCONDIDO 6 1,33.0739,-117.0551
28604,ESCONDIDO 7 1,33.1746,-117.0113
28605,EL CAJON 1 1,32.7647,-117.0517
28606,EL CAJON 1 2,32.7647,-117.0517
28607,EL CAJON 1 3,32.7647,-117.0517
28608,EL CAJON 2 1,32.8365,-117.045
28609,EL CAJON 2 2,32.8365,-117.045
28610,BARSTOW 1,34.9763,-116.8835
28611,HEMET 3 1,33.6727,-116.9459
28612,HEMET 4 1,33.7651,-116.9533
28613,CHULA VISTA 8 1,32.5389,-117.0733
28614,CHULA VISTA 8 2,32.5389,-117.0733
28615,CHULA VISTA 9 1,32.6254,-116.939
28616,SAN JACINTO 2 1,33.7511,-116.9849
28617,SAN JACINTO 2 2,33.7511,-116.9849
28618,SAN JACINTO 3 1,33.8452,-116.921
28619,LUCERNE VALLEY 1,34.6052,-116.882
28620,LUCERNE VALLEY 2,34.6052,-116.882
28621,LAKESIDE 1 1,32.8654,-116.9358
28622,LAKESIDE 1 2,32.8654,-116.9358
28623,LAKESIDE 2 1,32.892,-116.9073
28624,HEMET 5 1,33.5711,-116.8762
28625,HEMET 6 1,33.7264,-116.9384
28626,HEMET 6 2,33.7264,-116.9384
28627,HEMET 6 3,33.7264,-116.9384
28628,EL CAJON 3 1,32.8161,-116.854
28629,EL CAJON 4 1,32.7444,-116.9228
28630,EL CAJON 4 2,32.7444,-116.9228
28631,EL CAJON 5 1,32.9052,-116.8731
28632,EL CAJON 5 2,32.9052,-116.8731
28633,EL CAJON 6 1,32.9209,-116.7762
28634,EL CAJON 6 2,32.9209,-116.7762
28635,RAMONA 1 1,33.0004,-116.9494
28636,RAMONA 1 2,33.0004,-116.9494
28637,RAMONA 2 1,32.9954,-116.8914
28638,BANNING 1 1,34.0264,-116.8598
28639,BANNING 1 2,34.0264,-116.8598
28640,BANNING 2 1,34.0129,-116.8248
28641,BIG BEAR CITY 1,34.3118,-116.7965
28642,JAMUL 1,32.7332,-116.7898
28643,JAMUL 2,32.7332,-116.7898
28644,ALPINE 1 1,32.8721,-116.737
28645,FORT IRWIN 1,35.1807,-116.6513
28646,ANZA 1,33.43,-116.561
28647,PALM SPRINGS 1 1,33.8203,-116.6549
28648,PALM SPRINGS 2 1,33.9086,-116.6016
28649,DESERT HOT SPRINGS 1 1,33.8616,-116.5073
28650,DESERT HOT SPRINGS 1 2,33.8616,-116.5073
28651,DESERT HOT SPRINGS 1 3,33.8616,-116.5073
28652,DESERT HOT SPRINGS 1 4,33.8616,-116.5073
28653,DESERT HOT SPRINGS 2 1,34.0342,-116.5553
28654,DESERT HOT SPRINGS 2 2,34.0342,-116.5553
28655,PALM SPRINGS 3 1,33.6556,-116.4661
28656,PALM SPRINGS 3 2,33.6556,-116.4661
28657,PALM SPRINGS 3 3,33.6556,-116.4661
28658,CATHEDRAL CITY 1 1,33.8237,-116.5163
28659,CATHEDRAL CITY 2 1,33.7378,-116.5244
28660,YUCCA VALLEY 1 1,34.2055,-116.3714
28661,YUCCA VALLEY 1 2,34.2055,-116.3714
28662,YUCCA VALLEY 2 1,34.2433,-116.5211
28663,YUCCA VALLEY 2 2,34.2433,-116.5211
28664,RANCHO MIRAGE 1,33.6858,-116.5039
28665,RANCHO MIRAGE 2,33.6858,-116.5039
28666,PALM DESERT 1 1,33.677,-116.4243
28667,PALM DESERT 2 1,33.6512,-116.3366
28668,PALM DESERT 3 1,33.773,-116.3187
28669,PALM DESERT 3 2,33.773,-116.3187
28670,PALM DESERT 3 3,33.773,-116.3187
28671,PALM DESERT 3 4,33.773,-116.3187
28672,DESERT HOT SPRINGS 3 1,33.8188,-116.3147
28673,JOSHUA TREE 1,34.0812,-116.2659
28674,LA QUINTA 1 1,33.5538,-116.2254
28675,LA QUINTA 2 1,33.6974,-116.2921
28676,LA QUINTA 2 2,33.6974,-116.2921
28677,INDIO 1 1,33.8236,-116.2674
28678,INDIO 1 2,33.8236,-116.2674
28679,INDIO 2 1,33.7737,-116.1352
28680,INDIO 3 1,33.6303,-116.1744
28681,INDIO 3 2,33.6303,-116.1744
28682,COACHELLA 1 1,33.6987,-116.2177
28683,COACHELLA 1 2,33.6987,-116.2177
28684,COACHELLA 2 1,33.7054,-116.2559
28685,COACHELLA 2 2,33.7054,-116.2559
28686,COACHELLA 2 3,33.7054,-116.2559
28687,COACHELLA 2 4,33.7054,-116.2559
28688,BORREGO SPRINGS 1,33.0926,-116.1463
28689,THERMAL 1,33.4073,-116.0472
28690,THERMAL 2,33.4073,-116.0472
28691,TWENTYNINE PALMS 1 1,34.2672,-116.0221
28692,TWENTYNINE PALMS 1 2,34.2672,-116.0221
28693,TWENTYNINE PALMS 1 3,34.2672,-116.0221
28694,MECCA 1 1,33.5912,-115.9815
28695,IMPERIAL 1 1,32.9338,-115.635
28696,IMPERIAL 1 2,32.9338,-115.635
28697,TWENTYNINE PALMS 2 1,34.2073,-115.6579
28698,EL CENTRO 1 1,32.7681,-115.6414
28699,EL CENTRO 2 1,32.7651,-115.5935
28700,EL CENTRO 2 2,32.7651,-115.5935
28701,CALIPATRIA 1 1,33.2618,-115.5203
28702,CALIPATRIA 1 2,33.2618,-115.5203
28703,CALIPATRIA 1 3,33.2618,-115.5203
28704,CALEXICO 1 1,32.7157,-115.4819
28705,CALEXICO 2 1,32.5951,-115.4522
28706,HEBER 1 1,32.644,-115.7724
28707,HEBER 1 2,32.644,-115.7724
28708,BRAWLEY 1 1,32.9602,-115.3516
28709,BRAWLEY 1 2,32.9602,-115.3516
28710,BRAWLEY 2 1,32.9459,-115.3168
28711,HOLTVILLE 1 1,32.7846,-115.0843
28712,HOLTVILLE 1 2,32.7846,-115.0843
28713,BLYTHE 1 1,33.7528,-114.623
28714,BLYTHE 1 2,33.7528,-114.623
28715,NEEDLES 1,34.9721,-114.6982
28716,NEEDLES 2,34.9721,-114.6982
28717,HINKLEY 1 1,35.0111,-117.3236
28718,HINKLEY 1 2,35.0111,-117.3236
28719,HINKLEY 1 3,35.0111,-117.3236
28720,HINKLEY 1 4,35.0111,-117.3236
28721,HINKLEY 1 5,35.0111,-117.3236
28722,HINKLEY 1 6,35.0111,-117.3236
28723,HINKLEY 1 7,35.0111,-117.3236
28724,ESCONDIDO 8 1,33.1219,-117.1174
28725,ESCONDIDO 8 2,33.1219,-117.1174
28726,NORTH PALM SPRINGS 1 1,33.9228,-116.5422
28727,NORTH PALM SPRINGS 1 2,33.9228,-116.5422
28728,SAN DIEGO 48 1,32.5624,-116.9439
28729,SAN DIEGO 48 2,32.5624,-116.9439
28730,HOLTVILLE 2 1,32.7757,-115.2637
28731,HOLTVILLE 2 2,32.7757,-115.2637
28732,HOLTVILLE 2 3,32.7757,-115.2637
28733,HOLTVILLE 2 4,32.7757,-115.2637
28734,HOLTVILLE 2 5,32.7757,-115.2637
28735,HOLTVILLE 2 6,32.7757,-115.2637
28736,HOLTVILLE 2 7,32.7757,-115.2637
28737,DESERT CENTER 1,33.8231,-115.3939
28738,DESERT CENTER 2,33.8231,-115.3939
28739,DESERT CENTER 3,33.8231,-115.3939
28740,DESERT CENTER 4,33.8231,-115.3939
28741,DESERT CENTER 5,33.8231,-115.3939
28742,DESERT CENTER 6,33.8231,-115.3939
28743,DESERT CENTER 7,33.8231,-115.3939
28744,DESERT CENTER 8,33.8231,-115.3939
28745,DESERT CENTER 9,33.8231,-115.3939
28746,DESERT CENTER 10,33.8231,-115.3939
28747,DESERT CENTER 11,33.8231,-115.3939
28748,DESERT CENTER 12,33.8231,-115.3939
28749,CALEXICO 3 1,32.6869,-115.6478
28750,CALEXICO 3 2,32.6869,-115.6478
28751,CALEXICO 3 3,32.6869,-115.6478
28752,CALEXICO 3 4,32.6869,-115.6478
28753,CALEXICO 3 5,32.6869,-115.6478
28754,CALEXICO 3 6,32.6869,-115.6478
28755,HOLTVILLE 3 1,33.0139,-115.5439
28756,CAMPO 1,32.7056,-116.3425
28757,CAMPO 2,32.7056,-116.3425
28758,NIPTON 1 1,35.5561,-115.4686
28759,NIPTON 1 2,35.5561,-115.4686
28760,NIPTON 1 3,35.5561,-115.4686
28761,NIPTON 1 4,35.5561,-115.4686
28762,DESERT HOT SPRINGS 4 1,33.9342,-116.5714
28763,DESERT HOT SPRINGS 4 2,33.9342,-116.5714
28764,DESERT HOT SPRINGS 4 3,33.9342,-116.5714
28765,DESERT HOT SPRINGS 4 4,33.9342,-116.5714
28766,DESERT HOT SPRINGS 4 5,33.9342,-116.5714
28767,DESERT HOT SPRINGS 4 6,33.9342,-116.5714
28768,DESERT HOT SPRINGS 4 7,33.9342,-116.5714
28769,DESERT HOT SPRINGS 4 8,33.9342,-116.5714
28770,DESERT HOT SPRINGS 4 9,33.9342,-116.5714
28771,DESERT HOT SPRINGS 4 10,33.9342,-116.5714
28772,DESERT HOT SPRINGS 4 11,33.9342,-116.5714
28773,SAN DIEGO 49 1,32.8769,-117.1664
28774,SAN DIEGO 49 2,32.8769,-117.1664
28775,SAN DIEGO 49 3,32.8769,-117.1664
28776,SAN DIEGO 49 4,32.8769,-117.1664
28777,SAN DIEGO 49 5,32.8769,-117.1664
28778,SAN DIEGO 49 6,32.8769,-117.1664
28779,SAN DIEGO 49 7,32.8769,-117.1664
28780,SAN DIEGO 49 8,32.8769,-117.1664
28781,REDLANDS 5 1,34.0818,-117.2418
28782,REDLANDS 5 2,34.0818,-117.2418
28783,REDLANDS 5 3,34.0818,-117.2418
28784,REDLANDS 5 4,34.0818,-117.2418
28785,REDLANDS 5 5,34.0818,-117.2418
28786,REDLANDS 5 6,34.0818,-117.2418
28787,REDLANDS 5 7,34.0818,-117.2418
28788,REDLANDS 5 8,34.0818,-117.2418
28789,REDLANDS 5 9,34.0818,-117.2418
28790,ESCONDIDO 9 1,33.1185,-117.0995
28791,ESCONDIDO 9 2,33.1185,-117.0995
28792,ESCONDIDO 9 3,33.1185,-117.0995
28793,ESCONDIDO 9 4,33.1185,-117.0995
28794,RANCHO CUCAMONGA 8 1,34.0912,-117.5266
28795,RANCHO CUCAMONGA 8 2,34.0912,-117.5266
28796,RANCHO CUCAMONGA 8 3,34.0912,-117.5266
28797,RANCHO CUCAMONGA 8 4,34.0912,-117.5266
28798,RANCHO CUCAMONGA 8 5,34.0912,-117.5266
28799,ONTARIO 8 1,34.0053,-117.5604
28800,ONTARIO 8 2,34.0053,-117.5604
28801,ONTARIO 8 3,34.0053,-117.5604
28802,ONTARIO 8 4,34.0053,-117.5604
28803,ONTARIO 8 5,34.0053,-117.5604
28804,HEBER 2 1,32.7146,-115.518
28805,EL CAJON 7 1,32.7965,-116.9721
28806,EL CAJON 7 2,32.7965,-116.9721
28807,PALA 1,33.3594,-117.1114
28808,PALA 2,33.3594,-117.1114
28809,PALA 3,33.3594,-117.1114
28810,PALA 4,33.3594,-117.1114
28811,PALA 5,33.3594,-117.1114
28812,PALA 6,33.3594,-117.1114
28813,PALA 7,33.3594,-117.1114
28814,TRONA 1,35.765,-117.3833
28815,TRONA 2,35.765,-117.3833
28816,TRONA 3,35.765,-117.3833
28817,TRONA 4,35.765,-117.3833
28818,TRONA 5,35.765,-117.3833
28819,IRVINE 9 1,33.613,-117.8219
28820,IRVINE 9 2,33.613,-117.8219
28821,IRVINE 9 3,33.613,-117.8219
28822,IRVINE 9 4,33.613,-117.8219
28823,CALIPATRIA 2 1,33.1646,-115.616
28824,NORTH PALM SPRINGS 2 1,33.9393,-116.5527
28825,NORTH PALM SPRINGS 2 2,33.9393,-116.5527
28826,CALIPATRIA 3 1,33.1582,-115.6387
28827,CALIPATRIA 3 2,33.1582,-115.6387
28828,CALIPATRIA 3 3,33.1582,-115.6387
28829,CALIPATRIA 3 4,33.1582,-115.6387
28830,CALIPATRIA 3 5,33.1582,-115.6387
28831,COLTON 3 1,34.0414,-117.3603
28832,COLTON 3 2,34.0414,-117.3603
28833,MECCA 2 1,33.586,-116.0873
28834,MECCA 2 2,33.586,-116.0873
28835,BRAWLEY 3 1,32.9553,-115.5364
28836,RANCHO SANTA FE 1,32.8747,-117.2392
28837,RANCHO SANTA FE 2,32.8747,-117.2392
28838,RANCHO SANTA FE 3,32.8747,-117.2392
28839,HINKLEY 2 1,35.033,-117.338
28840,HINKLEY 2 2,35.033,-117.338
28841,ESCONDIDO 10 1,33.1197,-117.1178
28842,ESCONDIDO 10 2,33.1197,-117.1178
28843,ESCONDIDO 10 3,33.1197,-117.1178
28844,ESCONDIDO 10 4,33.1197,-117.1178
28845,ESCONDIDO 10 5,33.1197,-117.1178
28846,ESCONDIDO 10 6,33.1197,-117.1178
28847,VICTORVILLE 7 1,34.5953,-117.3647
28848,VICTORVILLE 7 2,34.5953,-117.3647
28849,VICTORVILLE 7 3,34.5953,-117.3647
28850,VICTORVILLE 7 4,34.5953,-117.3647
28851,VICTORVILLE 7 5,34.5953,-117.3647
28852,VICTORVILLE 7 6,34.5953,-117.3647
28853,VICTORVILLE 7 7,34.5953,-117.3647
28854,VICTORVILLE 7 8,34.5953,-117.3647
28855,EL CAJON 8 1,32.7961,-116.9721
28856,EL CAJON 8 2,32.7961,-116.9721
28857,EL CAJON 8 3,32.7961,-116.9721
28858,CALIPATRIA 4 1,33.1779,-115.565
28859,NORTH PALM SPRINGS 3 1,33.8816,-116.5527
28860,SAN BERNARDINO 10 1,34.2056,-117.3344
28861,SAN BERNARDINO 10 2,34.2056,-117.3344
28862,SAN BERNARDINO 10 3,34.2056,-117.3344
28863,SAN BERNARDINO 10 4,34.2056,-117.3344
28864,SAN BERNARDINO 10 5,34.2056,-117.3344
28865,SAN BERNARDINO 10 6,34.2056,-117.3344
28866,SAN BERNARDINO 10 7,34.2056,-117.3344
28867,SAN BERNARDINO 10 8,34.2056,-117.3344
28868,SAN BERNARDINO 10 9,34.2056,-117.3344
28869,HINKLEY 3 1,35.0308,-117.3563
28870,CORONA 11 1,33.8912,-117.6085
28871,CORONA 11 2,33.8912,-117.6085
28872,CORONA 11 3,33.8912,-117.6085
28873,CORONA 11 4,33.8912,-117.6085
28874,ANAHEIM 14 1,33.8535,-117.8563
28875,ANAHEIM 14 2,33.8535,-117.8563
28876,ANAHEIM 14 3,33.8535,-117.8563
28877,CALIPATRIA 5 1,33.08,-115.47
28878,CALIPATRIA 5 2,33.08,-115.47
28879,BLYTHE 2 1,33.6157,-114.6865
28880,BLYTHE 2 2,33.6157,-114.6865
28881,BLYTHE 2 3,33.6157,-114.6865
28882,BLYTHE 2 4,33.6157,-114.6865
28883,BLYTHE 2 5,33.6157,-114.6865
28884,BLYTHE 2 6,33.6157,-114.6865
28885,BLYTHE 2 7,33.6157,-114.6865
28886,BLYTHE 2 8,33.6157,-114.6865
28887,BLYTHE 2 9,33.6157,-114.6865
28888,BLYTHE 2 10,33.6157,-114.6865
28889,NIPTON 2 1,35.5331,-115.4525
28890,NIPTON 2 2,35.5331,-115.4525
28891,NIPTON 2 3,35.5331,-115.4525
28892,IMPERIAL 2 1,32.9038,-115.5119
28893,IMPERIAL 2 2,32.9038,-115.5119
28894,IMPERIAL 2 3,32.9038,-115.5119
28895,IMPERIAL 2 4,32.9038,-115.5119
28896,HESPERIA 5 1,34.3074,-117.3235
28897,HESPERIA 5 2,34.3074,-117.3235
28898,HESPERIA 5 3,34.3074,-117.3235
28899,HESPERIA 5 4,34.3074,-117.3235
28900,SAN DIEGO 50 1,32.8761,-117.1664
28901,SAN DIEGO 50 2,32.8761,-117.1664
28902,CALIPATRIA 6 1,33.157,-115.6386
28903,OCOTILLO 1,32.7528,-116.0447
28904,OCOTILLO 2,32.7528,-116.0447
28905,OCOTILLO 3,32.7528,-116.0447
28906,OCOTILLO 4,32.7528,-116.0447
28907,CORONADO 2 1,32.7052,-117.1897
28908,CORONADO 2 2,32.7052,-117.1897
28909,CORONADO 2 3,32.7052,-117.1897
28910,CORONADO 2 4,32.7052,-117.1897
28911,SEELEY 1,32.7533,-115.7264
28912,SEELEY 2,32.7533,-115.7264
28913,SEELEY 3,32.7533,-115.7264
28914,WINTERHAVEN 1,32.7366,-114.7139
28915,WINTERHAVEN 2,32.7366,-114.7139
28916,WINTERHAVEN 3,32.7366,-114.7139
28917,DESERT HOT SPRINGS 5 1,33.9447,-116.6222
28918,DESERT HOT SPRINGS 5 2,33.9447,-116.6222
28919,EL CENTRO 3 1,32.8022,-115.54
28920,EL CENTRO 3 2,32.8022,-115.54
28921,EL CENTRO 3 3,32.8022,-115.54
28922,EL CENTRO 3 4,32.8022,-115.54
28923,EL CENTRO 3 5,32.8022,-115.54
28924,NORTH PALM SPRINGS 4 1,33.9109,-116.553
28925,NORTH PALM SPRINGS 4 2,33.9109,-116.553
28926,NORTH PALM SPRINGS 4 3,33.9109,-116.553
28927,NORTH PALM SPRINGS 4 4,33.9109,-116.553
28928,SAN DIEGO 51 1,32.6793,-117.1224
28929,SAN DIEGO 51 2,32.6793,-117.1224
28930,SAN DIEGO 51 3,32.6793,-117.1224
28931,SAN DIEGO 51 4,32.6793,-117.1224
28932,SAN DIEGO 51 5,32.6793,-117.1224
28933,ONTARIO 9 1,34.0454,-117.5402
28934,ONTARIO 9 2,34.0454,-117.5402
28935,CALEXICO 4 1,32.6711,-115.5873
28936,CALEXICO 4 2,32.6711,-115.5873
28937,COLTON 4 1,34.0606,-117.3533
28938,COLTON 4 2,34.0606,-117.3533
28939,COLTON 4 3,34.0606,-117.3533
28940,COLTON 4 4,34.0606,-117.3533
28941,COLTON 4 5,34.0606,-117.3533
28942,COLTON 4 6,34.0606,-117.3533
28943,COLTON 4 7,34.0606,-117.3533
28944,COLTON 4 8,34.0606,-117.3533
28945,STANTON 2 1,33.8073,-117.9832
28946,STANTON 2 2,33.8073,-117.9832
28947,STANTON 2 3,33.8073,-117.9832
28948,CALIPATRIA 7 1,33.1633,-115.6167
28949,BLYTHE 3 1,33.665,-114.9981
28950,BLYTHE 3 2,33.665,-114.9981
28951,BLYTHE 3 3,33.665,-114.9981
28952,BLYTHE 3 4,33.665,-114.9981
28953,BLYTHE 3 5,33.665,-114.9981
28954,BLYTHE 3 6,33.665,-114.9981
28955,BLYTHE 3 7,33.665,-114.9981
28956,BLYTHE 3 8,33.665,-114.9981
28957,RIVERSIDE 17 1,33.9308,-117.2933
28958,RIVERSIDE 17 2,33.9308,-117.2933
28959,DAGGETT 1,34.8659,-116.8251
28960,DAGGETT 2,34.8659,-116.8251
28961,DAGGETT 3,34.8659,-116.8251
28962,DAGGETT 4,34.8659,-116.8251
28963,DAGGETT 5,34.8659,-116.8251
28964,DAGGETT 6,34.8659,-116.8251
28965,HEBER 3 1,32.7144,-115.5356
28966,HEBER 3 2,32.7144,-115.5356
28967,HEBER 3 3,32.7144,-115.5356
28968,HEBER 3 4,32.7144,-115.5356
28969,HEBER 3 5,32.7144,-115.5356
28970,HEBER 3 6,32.7144,-115.5356
28971,HEBER 3 7,32.7144,-115.5356
28972,HEBER 3 8,32.7144,-115.5356
28973,HEBER 3 9,32.7144,-115.5356
28974,HEBER 3 10,32.7144,-115.5356
28975,HEBER 3 11,32.7144,-115.5356
28976,HEBER 3 12,32.7144,-115.5356
28977,HEBER 3 13,32.7144,-115.5356
28978,SAN DIEGO 52 1,32.834,-117.1338
28979,SAN DIEGO 52 2,32.834,-117.1338
28980,ESCONDIDO 11 1,33.0586,-117.1194
28981,CALIPATRIA 8 1,33.1777,-115.6033
28982,CALIPATRIA 8 2,33.1777,-115.6033
28983,RANCHO CUCAMONGA 9 1,34.0903,-117.5343
28984,RANCHO CUCAMONGA 9 2,34.0903,-117.5343
28985,RANCHO CUCAMONGA 9 3,34.0903,-117.5343
28986,CALIPATRIA 9 1,33.1533,-115.6384
28987,CALIPATRIA 9 2,33.1533,-115.6384
28988,PARKER DAM 1,34.2953,-114.1402
28989,PARKER DAM 2,34.2953,-114.1402
28990,PARKER DAM 3,34.2953,-114.1402
28991,PARKER DAM 4,34.2953,-114.1402
28992,PARKER DAM 5,34.2953,-114.1402
28993,COACHELLA 3 1,33.6758,-116.1714
28994,COACHELLA 3 2,33.6758,-116.1714
28995,COACHELLA 3 3,33.6758,-116.1714
28996,COACHELLA 3 4,33.6758,-116.1714
28997,COACHELLA 3 5,33.6758,-116.1714
